gene_id,nickname,accession,source,substrate,activity,peak_value,peak_timepoint_hours,min_value,min_timepoint_hours,flag,timepoint_count
LG00056,ComplicatedAdvance,MGYP001010025864A,Logan 1.0,BHET12.5,0.02520098248442082,0.0032303940033671097,24,-0.02197058848105371,96,,6
LG00056,ComplicatedAdvance,MGYP001010025864A,Logan 1.0,BHET25,0.04737254929204937,0.00709313758125063,8,-0.04027941171079874,120,peak_at_start,6
LG00057,StrictPanic,MGYP001557180572A,Logan 1.0,BHET12.5,0.025730392120749457,0.0008970590242824983,24,-0.02483333309646696,96,,6
LG00057,StrictPanic,MGYP001557180572A,Logan 1.0,BHET25,0.04842892142187338,0.006110294183599763,8,-0.04231862723827362,120,peak_at_start,6
LG00058,EveryNecessary,MGYP002716753343A,Logan 1.0,BHET12.5,,0.0346911761444062,120,,,peak_at_end,6
LG00058,EveryNecessary,MGYP002716753343A,Logan 1.0,BHET25,,0.0410441176063614,120,,,peak_at_end,6
LG00059,HandsomeStress,MGYP003385382674A,Logan 1.0,BHET12.5,0.01879901955544483,-0.002029411683906801,72,-0.02082843123935163,96,single_degradation_point,6
LG00059,HandsomeStress,MGYP003385382674A,Logan 1.0,BHET25,0.03550000026189082,0.010321078416382079,8,-0.02517892184550874,120,peak_at_start,6
LG00060,UnitedTrain,SRR10053376_3326,Logan 1.0,BHET12.5,0.02244852935837116,-0.0031421568855876103,24,-0.02559068624395877,96,,6
LG00060,UnitedTrain,SRR10053376_3326,Logan 1.0,BHET25,0.04748529361677356,0.006774510053219274,8,-0.04071078356355429,120,peak_at_start,6
LG00061,PunyCarpet,SRR10276843_1765,Logan 1.0,BHET12.5,0.020088234829017892,-0.004867647046921775,24,-0.024955881875939667,96,,6
LG00061,PunyCarpet,SRR10276843_1765,Logan 1.0,BHET25,0.04229411800042726,0.008710784517461434,8,-0.03358333348296583,120,peak_at_start,6
LG00062,StudiousCarry,SRR10342238_19559,Logan 1.0,BHET12.5,0.03541666688397527,-0.004897058941423893,8,-0.04031372582539916,120,peak_at_start,6
LG00062,StudiousCarry,SRR10342238_19559,Logan 1.0,BHET25,0.07789460638014134,0.007250000009662472,8,-0.07064460637047887,72,peak_at_start,6
LG00063,AntiqueMorning,SRR10408973_194281,Logan 1.0,BHET12.5,0.01839706302052946,-0.004176466605713358,24,-0.022573529626242816,96,,6
LG00063,AntiqueMorning,SRR10408973_194281,Logan 1.0,BHET25,0.048083333182148635,0.009754902101121843,8,-0.03832843108102679,120,peak_at_start,6
LG00064,KeenQuiet,SRR10512140_136352,Logan 1.0,BHET12.5,0.02185784326866269,-0.002279411884956062,24,-0.024137255153618753,96,,6
LG00064,KeenQuiet,SRR10512140_136352,Logan 1.0,BHET25,0.05118137242970988,0.009235294244717807,8,-0.041946078184992075,120,peak_at_start,6
LG00065,BlackHalf,SRR10663364_103688,Logan 1.0,BHET12.5,0.009232843338395469,0.048134804048459046,96,0.03890196071006358,120,single_degradation_point,6
LG00065,BlackHalf,SRR10663364_103688,Logan 1.0,BHET25,0.02750980667769909,0.053325982298702,96,0.025816175621002913,120,single_degradation_point,6
LG00066,JoyfulTap,SRR10663367_1316324,Logan 1.0,BHET12.5,0.023926470603328198,-0.002338235208299011,24,-0.02626470581162721,96,,6
LG00066,JoyfulTap,SRR10663367_1316324,Logan 1.0,BHET25,0.050678921601502225,0.008571078738896176,8,-0.04210784286260605,120,peak_at_start,6
LG00067,KnowledgeableAspect,SRR10663367_452477,Logan 1.0,BHET12.5,0.050178921315819025,0.13408578466624022,48,0.08390686335042119,120,,6
LG00067,KnowledgeableAspect,SRR10663367_452477,Logan 1.0,BHET25,0.02588970772922039,0.18368137255311012,48,0.15779166482388973,120,,6
LG00068,MellowLack,SRR10848474_194765,Logan 1.0,BHET12.5,0.027303921000566334,-0.0009460786241106689,24,-0.028249999624677002,96,,6
LG00068,MellowLack,SRR10848474_194765,Logan 1.0,BHET25,0.05137254920555279,0.00856372545240447,8,-0.04280882375314832,120,peak_at_start,6
LG00069,BaggyCamera,SRR10853130_13600-1,Logan 1.0,BHET12.5,0.031779411947354674,0.0015735295601189137,24,-0.03020588238723576,96,,6
LG00069,BaggyCamera,SRR10853130_13600-1,Logan 1.0,BHET25,0.052325980679597706,0.0063553922227583826,8,-0.04597058845683932,120,peak_at_start,6
LG00070,HospitableDrawer,SRR10853130_13600-2,Logan 1.0,BHET12.5,0.05151960765942931,-0.004230392165482044,8,-0.055749999824911356,72,peak_at_start,6
LG00070,HospitableDrawer,SRR10853130_13600-2,Logan 1.0,BHET25,0.11549019641915947,0.005392156687776151,8,-0.11009803973138332,120,peak_at_start,6
LG00071,PristineWater,SRR11005201_40376,Logan 1.0,BHET12.5,0.04312990163452923,-0.004742646822705865,8,-0.0478725484572351,72,peak_at_start,6
LG00071,PristineWater,SRR11005201_40376,Logan 1.0,BHET25,0.10065931400458794,0.005296568779158406,8,-0.09536274522542953,72,peak_at_start,6
LG00072,ConventionalCity,SRR11308339_666916,Logan 1.0,BHET12.5,0.05379411834292114,-0.0061225490644574165,8,-0.059916667407378554,72,peak_at_start,6
LG00072,ConventionalCity,SRR11308339_666916,Logan 1.0,BHET25,0.11809804021322634,0.004735293900012039,8,-0.1133627463132143,120,peak_at_start,6
LG00073,DistinctAssumption,SRR11534412_304166,Logan 1.0,BHET12.5,0.11283333355095237,0.00963970588054508,8,-0.1031936276704073,120,peak_at_start,6
LG00073,DistinctAssumption,SRR11534412_304166,Logan 1.0,BHET25,0.007147058262489736,0.03135784273035824,24,0.024210784467868507,48,single_degradation_point,6
LG00074,ElementaryGuide,SRR11659431_25115,Logan 1.0,BHET12.5,0.024220588427851908,0.017862745211459696,48,-0.006357843216392212,120,,6
LG00074,ElementaryGuide,SRR11659431_25115,Logan 1.0,BHET25,,0.04324754886329174,120,,,peak_at_end,6
LG00075,DevotedEconomics,SRR11729891_316159,Logan 1.0,BHET12.5,0.044274509709794074,0.008230392180848867,8,-0.03604411752894521,120,peak_at_start,6
LG00075,DevotedEconomics,SRR11729891_316159,Logan 1.0,BHET25,0.042144608101807535,0.008186274557374418,8,-0.03395833354443312,96,peak_at_start,6
LG00076,GorgeousFinger,SRR11742962_521374,Logan 1.0,BHET12.5,0.05648774531437084,0.006443627353291959,8,-0.05004411796107888,120,peak_at_start,6
LG00076,GorgeousFinger,SRR11742962_521374,Logan 1.0,BHET25,0.061196077935164794,0.006245097931241617,8,-0.05495098000392318,120,peak_at_start,6
LG00077,BiodegradableGirlfriend,SRR12193045_101336,Logan 1.0,BHET12.5,0.05590196078992449,0.0021911764924880117,8,-0.053710784297436476,120,peak_at_start,6
LG00077,BiodegradableGirlfriend,SRR12193045_101336,Logan 1.0,BHET25,0.06209803863839625,0.004034313628835662,8,-0.058063725009560585,120,peak_at_start,6
LG00078,DirectChannel,SRR12266064_2045115,Logan 1.0,BHET12.5,0.010877451859414577,0.09311764733865857,96,0.082240195479244,120,single_degradation_point,6
LG00078,DirectChannel,SRR12266064_2045115,Logan 1.0,BHET25,0.004144609440118074,0.1591544123366475,96,0.15500980289652944,120,single_degradation_point,6
LG00079,LeftRow,SRR12266064_29780,Logan 1.0,BHET12.5,0.04236764719826169,-0.00036519605782814324,8,-0.042732843256089836,72,peak_at_start,6
LG00079,LeftRow,SRR12266064_29780,Logan 1.0,BHET25,0.06431617633643327,0.005830882379996183,8,-0.05848529395643709,72,peak_at_start,6
LG00080,SimplePopulation,SRR12266064_85133,Logan 1.0,BHET12.5,0.0564681367832236,0.0022205879795365036,8,-0.054247548803687096,120,peak_at_start,6
LG00080,SimplePopulation,SRR12266064_85133,Logan 1.0,BHET25,0.07095833280618535,0.006022058900271077,8,-0.06493627390591428,120,peak_at_start,6
LG00081,CulturedNature,SRR12347921_19312,Logan 1.0,BHET12.5,0.030536764257703908,-0.006502451025880873,8,-0.03703921528358478,72,peak_at_start,6
LG00081,CulturedNature,SRR12347921_19312,Logan 1.0,BHET25,0.06063235324108973,0.009779411891940981,8,-0.05085294134914875,72,peak_at_start,6
LG00082,BossyPride,SRR12363492_1178,Logan 1.0,BHET12.5,0.05499019619310275,0.010485294333193451,8,-0.044504901859909296,120,peak_at_start,6
LG00082,BossyPride,SRR12363492_1178,Logan 1.0,BHET25,0.04219362704316154,0.010039215674623847,8,-0.032154411368537694,96,peak_at_start,6
LG00083,ComplicatedSituation,SRR12678602_62414,Logan 1.0,BHET12.5,0.0471078441478312,0.010318627581000328,8,-0.036789216566830873,120,peak_at_start,6
LG00083,ComplicatedSituation,SRR12678602_62414,Logan 1.0,BHET25,0.044688725494779646,0.010573529521934688,8,-0.03411519597284496,120,peak_at_start,6
LG00084,SimilarAbroad,SRR12681888_1225841,Logan 1.0,BHET12.5,0.05135294102365151,0.009426470438484102,8,-0.04192647058516741,120,peak_at_start,6
LG00084,SimilarAbroad,SRR12681888_1225841,Logan 1.0,BHET25,0.057899509789422154,0.009924019454047084,8,-0.04797549033537507,120,peak_at_start,6
LG00085,AffectionateCampaign,SRR12681888_1997285,Logan 1.0,BHET12.5,0.013872548560357245,-0.000916666728699056,24,-0.014789215289056301,72,,6
LG00085,AffectionateCampaign,SRR12681888_1997285,Logan 1.0,BHET25,0.05982597987167537,0.031129901646636426,8,-0.028696078225038946,120,peak_at_start,6
LG00086,JealousAssistance,SRR12687296_626766,Logan 1.0,BHET12.5,0.054357843240723014,0.007710784440860152,8,-0.04664705879986286,120,peak_at_start,6
LG00086,JealousAssistance,SRR12687296_626766,Logan 1.0,BHET25,0.060772058146540076,0.009203431254718453,8,-0.05156862689182162,120,peak_at_start,6
LG00087,WhimsicalDifference,SRR12693835_33628,Logan 1.0,BHET12.5,0.0561004899427644,0.005723039059375878,8,-0.05037745088338852,120,peak_at_start,6
LG00087,WhimsicalDifference,SRR12693835_33628,Logan 1.0,BHET25,0.06182107672793791,0.006718137010466307,8,-0.0551029397174716,120,peak_at_start,6
LG00088,SmallDealer,SRR13207077_558,Logan 1.0,BHET12.5,0.027601715330092702,0.0011507353046908975,8,-0.026450980025401805,72,peak_at_start,6
LG00088,SmallDealer,SRR13207077_558,Logan 1.0,BHET25,0.025949754628527444,0.005846813648531679,8,-0.020102940979995765,48,peak_at_start,6
LG00089,QualifiedUniversity,SRR13325290_214718,Logan 1.0,BHET12.5,0.04702941176947206,0.010117647121660411,8,-0.03691176464781165,120,peak_at_start,6
LG00089,QualifiedUniversity,SRR13325290_214718,Logan 1.0,BHET25,0.051759804831817746,0.007132353028282523,8,-0.04462745180353522,120,peak_at_start,6
LG00090,IdleHistorian,SRR13512914_81978,Logan 1.0,BHET12.5,0.053882352192886174,-0.010414215619675815,8,-0.06429656781256199,72,peak_at_start,6
LG00090,IdleHistorian,SRR13512914_81978,Logan 1.0,BHET25,0.11975245075882412,0.0062965684628579766,8,-0.11345588229596615,120,peak_at_start,6
LG00091,InferiorOne,SRR13588849_74531,Logan 1.0,BHET12.5,0.0492965686134994,0.011384803801774979,8,-0.037911764811724424,120,peak_at_start,6
LG00091,InferiorOne,SRR13588849_74531,Logan 1.0,BHET25,0.05756372550968081,0.010583333321847022,8,-0.046980392187833786,120,peak_at_start,6
LG00092,DimwittedLevel,SRR13588904_28417,Logan 1.0,BHET12.5,0.04563480371143669,0.011196078383363783,8,-0.034438725328072906,120,peak_at_start,6
LG00092,DimwittedLevel,SRR13588904_28417,Logan 1.0,BHET25,0.047696078079752624,0.011372549110092223,8,-0.0363235289696604,120,peak_at_start,6
LG00093,WholeDivide,SRR13589008_41305,Logan 1.0,BHET12.5,0.011183823880855925,0.04390196074382402,96,0.032718136862968095,120,single_degradation_point,6
LG00093,WholeDivide,SRR13589008_41305,Logan 1.0,BHET25,,0.06682843198359478,120,,,peak_at_end,6
LG00094,AveragePassenger,SRR13614386_485083,Logan 1.0,BHET12.5,0.04659803950926289,0.009367646824102849,8,-0.03723039268516004,120,peak_at_start,6
LG00094,AveragePassenger,SRR13614386_485083,Logan 1.0,BHET25,0.05028431338723749,0.01107843138743192,8,-0.03920588199980557,120,peak_at_start,6
LG00095,MundaneRevolution,SRR13969208_105,Logan 1.0,BHET12.5,0.04756127391010523,0.007943627424538136,8,-0.03961764648556709,120,peak_at_start,6
LG00095,MundaneRevolution,SRR13969208_105,Logan 1.0,BHET25,0.04533088207244873,0.01141666667535901,8,-0.03391421539708972,120,peak_at_start,6
LG00096,SpitefulCategory,SRR13979328_189838,Logan 1.0,BHET12.5,0.05743137301760726,0.006343137210933492,8,-0.051088235806673765,120,peak_at_start,6
LG00096,SpitefulCategory,SRR13979328_189838,Logan 1.0,BHET25,0.05426960834302008,0.008509803796187043,8,-0.04575980454683304,120,peak_at_start,6
LG00097,MundaneSuspect,SRR13979362_3177,Logan 1.0,BHET12.5,0.04805392125854269,0.008485294005367905,8,-0.03956862725317478,120,peak_at_start,6
LG00097,MundaneSuspect,SRR13979362_3177,Logan 1.0,BHET25,0.05429166604881175,0.005174019403057173,8,-0.049117646645754576,120,peak_at_start,6
LG00098,TrivialMiss,SRR14039663_324879,Logan 1.0,BHET12.5,0.05050490179564804,0.010642156819812953,8,-0.039862744975835085,120,peak_at_start,6
LG00098,TrivialMiss,SRR14039663_324879,Logan 1.0,BHET25,0.05874264729209244,0.008051470620557666,8,-0.05069117667153478,120,peak_at_start,6
LG00099,HastyIf,SRR14039858_50158,Logan 1.0,BHET12.5,0.0486102937720716,0.011098039336502552,8,-0.03751225443556905,120,peak_at_start,6
LG00099,HastyIf,SRR14039858_50158,Logan 1.0,BHET25,0.058686273987405,0.011941176489926875,8,-0.04674509749747813,120,peak_at_start,6
LG00100,LastingKey,SRR14039970_584981,Logan 1.0,BHET12.5,0.0473480389919132,0.01033333339728415,8,-0.03701470559462905,120,peak_at_start,6
LG00100,LastingKey,SRR14039970_584981,Logan 1.0,BHET25,0.058132352540269494,0.01270098052918911,8,-0.045431372011080384,120,peak_at_start,6
LG00101,PrettyRespect,SRR14073695_161111,Logan 1.0,BHET12.5,0.015409314073622227,0.057061275001615286,96,0.04165196092799306,120,single_degradation_point,6
LG00101,PrettyRespect,SRR14073695_161111,Logan 1.0,BHET25,0.008799019269645214,0.06675980379804969,72,0.057960784528404474,120,,6
LG00102,ExcellentComparison,SRR14073695_33712,Logan 1.0,BHET12.5,0.04436519608134404,0.00930147065082565,8,-0.03506372543051839,120,peak_at_start,6
LG00102,ExcellentComparison,SRR14073695_33712,Logan 1.0,BHET25,0.054433824378065765,0.013340686564333737,8,-0.04109313781373203,120,peak_at_start,6
LG00103,DeterminedAside,SRR14099998_4346,Logan 1.0,BHET12.5,0.04989460756769404,0.008948529546614736,8,-0.0409460780210793,120,peak_at_start,6
LG00103,DeterminedAside,SRR14099998_4346,Logan 1.0,BHET25,0.061656862031668425,0.011985294055193663,8,-0.04967156797647476,120,peak_at_start,6
LG00104,UnusualHelp,SRR14117419_527984,Logan 1.0,BHET12.5,0.05413725500693545,0.00707352947210893,8,-0.04706372553482652,120,peak_at_start,6
LG00104,UnusualHelp,SRR14117419_527984,Logan 1.0,BHET25,0.05681127472780645,0.011257353005930781,8,-0.04555392172187567,120,peak_at_start,6
LG00105,MisguidedDegree,SRR14362172_4989,Logan 1.0,BHET12.5,0.08593137271236628,0.0058308824663981795,8,-0.0801004902459681,120,peak_at_start,6
LG00105,MisguidedDegree,SRR14362172_4989,Logan 1.0,BHET25,0.020389705619891174,0.016811274414067157,24,-0.0035784312058240175,120,,6
LG00106,CuddlyGuide,SRR14527628_79383,Logan 1.0,BHET12.5,0.03354166665303637,0.010262254974804819,8,-0.023279411678231554,72,peak_at_start,6
LG00106,CuddlyGuide,SRR14527628_79383,Logan 1.0,BHET25,0.03147549026471097,0.009107843274250627,8,-0.022367646990460344,72,peak_at_start,6
LG00107,MeaslyDrunk,SRR14574980_43392,Logan 1.0,BHET12.5,0.04702941153664142,0.01003431377466768,8,-0.03699509776197374,120,peak_at_start,6
LG00107,MeaslyDrunk,SRR14574980_43392,Logan 1.0,BHET25,0.05663725431077182,0.009107843157835305,8,-0.04752941115293652,120,peak_at_start,6
LG00108,EcstaticTone,SRR14576916_391095,Logan 1.0,BHET12.5,0.04880882380530238,0.010279411915689707,8,-0.038529411889612675,120,peak_at_start,6
LG00108,EcstaticTone,SRR14576916_391095,Logan 1.0,BHET25,0.06314215634483844,0.013578431331552565,8,-0.049563725013285875,120,peak_at_start,6
LG00109,SoupyFix,SRR14695722_75236,Logan 1.0,BHET12.5,0.048303921706974506,0.010362745262682438,8,-0.03794117644429207,120,peak_at_start,6
LG00109,SoupyFix,SRR14695722_75236,Logan 1.0,BHET25,0.06270588224288076,0.013372549205087125,8,-0.049333333037793636,120,peak_at_start,6
LG00110,AwkwardOffice,SRR14802574_702608,Logan 1.0,BHET12.5,0.0475906859501265,0.009718137269373983,8,-0.037872548680752516,120,peak_at_start,6
LG00110,AwkwardOffice,SRR14802574_702608,Logan 1.0,BHET25,0.05865931371226907,0.013463235460221767,8,-0.0451960782520473,120,peak_at_start,6
LG00111,DazzlingHang,SRR14865845_60467,Logan 1.0,BHET12.5,0.04926715645706281,0.008669117873068899,8,-0.04059803858399391,120,peak_at_start,6
LG00111,DazzlingHang,SRR14865845_60467,Logan 1.0,BHET25,0.06282598047982901,0.01242892153095454,8,-0.050397058948874474,120,peak_at_start,6
LG00112,WaryFemale,SRR14954404_30870,Logan 1.0,BHET12.5,0.05046813713852316,0.007110294071026146,8,-0.043357843067497015,120,peak_at_start,6
LG00112,WaryFemale,SRR14954404_30870,Logan 1.0,BHET25,0.06315196061041206,0.01167647063266486,8,-0.0514754899777472,120,peak_at_start,6
LG00113,SubmissivePanic,SRR1523874_4491,Logan 1.0,BHET12.5,0.05698529406799935,0.005088235338917002,8,-0.051897058729082346,120,peak_at_start,6
LG00113,SubmissivePanic,SRR1523874_4491,Logan 1.0,BHET25,0.06149999878834933,0.009485293994657695,8,-0.052014704793691635,120,peak_at_start,6
LG00114,FormalHomework,SRR15371989_72478,Logan 1.0,BHET12.5,0.00833455566316843,0.13380146911367774,96,0.1254669134505093,120,single_degradation_point,6
LG00114,FormalHomework,SRR15371989_72478,Logan 1.0,BHET25,0.0051482848248269875,0.13073652061939356,96,0.12558823579456657,120,single_degradation_point,6
LG00115,TintedBrilliant,SRR15430510_32059,Logan 1.0,BHET12.5,0.029720588121563196,0.009901960496790707,8,-0.01981862762477249,24,peak_at_start,6
LG00115,TintedBrilliant,SRR15430510_32059,Logan 1.0,BHET25,0.03178921542712487,0.01065196085255593,8,-0.021137254574568942,48,peak_at_start,6
LG00116,CrispBicycle,SRR15458308_127373,Logan 1.0,BHET12.5,0.026387259147668374,0.010308823664672673,8,-0.0160784354829957,24,peak_at_start,6
LG00116,CrispBicycle,SRR15458308_127373,Logan 1.0,BHET25,0.024514705408364534,0.013725490309298038,8,-0.010789215099066496,48,peak_at_start,6
LG00117,MasculineEmployee,SRR16759749_268810,Logan 1.0,BHET12.5,0.03947058838093653,0.010151960712391883,8,-0.02931862766854465,120,peak_at_start,6
LG00117,MasculineEmployee,SRR16759749_268810,Logan 1.0,BHET25,0.0481813729275018,0.013367646955884993,8,-0.034813725971616805,120,peak_at_start,6
LG00118,VerifiableGuest,SRR16950703_360364,Logan 1.0,BHET12.5,0.033061274443753064,0.011281862622126937,8,-0.021779411821626127,120,peak_at_start,6
LG00118,VerifiableGuest,SRR16950703_360364,Logan 1.0,BHET25,0.04282107832841575,0.014642157009802759,8,-0.028178921318612993,120,peak_at_start,6
LG00119,PleasingHunt,SRR17041388_347861,Logan 1.0,BHET12.5,0.047051470435690135,0.00842401961563155,8,-0.038627450820058584,120,peak_at_start,6
LG00119,PleasingHunt,SRR17041388_347861,Logan 1.0,BHET25,0.06028676498681307,0.012651960831135511,8,-0.04763480415567756,120,peak_at_start,6
LG00120,NecessaryGrand,SRR17295761_37586,Logan 1.0,BHET12.5,0.04677941161207855,0.00683823530562222,8,-0.03994117630645633,120,peak_at_start,6
LG00120,NecessaryGrand,SRR17295761_37586,Logan 1.0,BHET25,0.06053921498823911,0.011598039069212973,8,-0.048941175919026136,120,peak_at_start,6
LG00121,CraftyEmergency,SRR17828879_219644,Logan 1.0,BHET12.5,0.03717892192071304,0.0047941175871528685,8,-0.03238480433356017,72,peak_at_start,6
LG00121,CraftyEmergency,SRR17828879_219644,Logan 1.0,BHET25,0.03801225345523562,0.009267156652640551,8,-0.02874509680259507,120,peak_at_start,6
LG00122,FrailDebate,SRR18156181_603674,Logan 1.0,BHET12.5,0.04125980398384854,-0.002041666681179777,8,-0.04330147066502832,72,peak_at_start,6
LG00122,FrailDebate,SRR18156181_603674,Logan 1.0,BHET25,0.07533823574158305,0.005709558919988922,8,-0.06962867682159413,72,peak_at_start,6
LG00123,FrequentPlay,SRR18577045_38081,Logan 1.0,BHET12.5,0.01044117595301941,0.011676470807287842,96,0.0012352948542684317,120,single_degradation_point,6
LG00123,FrequentPlay,SRR18577045_38081,Logan 1.0,BHET25,,0.012607843134901486,120,,,peak_at_end,6
LG00124,WholeAnything,SRR19414414_32612,Logan 1.0,BHET12.5,0.00965808890759945,0.14687745086848736,96,0.1372193619608879,120,single_degradation_point,6
LG00124,WholeAnything,SRR19414414_32612,Logan 1.0,BHET25,0.0010906858369708061,0.2054240182042122,96,0.20433333236724138,120,single_degradation_point,6
LG00125,ActualBar,SRR19742208_42773,Logan 1.0,BHET12.5,0.0016323531162925065,0.0339460787945427,96,0.032313725678250194,120,single_degradation_point,6
LG00125,ActualBar,SRR19742208_42773,Logan 1.0,BHET25,,0.04805392073467374,120,,,peak_at_end,6
LG00126,FavoritePotato,SRR20309463_795,Logan 1.0,BHET12.5,0.008268381920061074,0.034432597560225986,96,0.026164215640164912,120,single_degradation_point,6
LG00126,FavoritePotato,SRR20309463_795,Logan 1.0,BHET25,0.03985784316319041,0.021328431350411847,8,-0.018529411812778562,72,peak_at_start,6
LG00127,LittleCrack,SRR21130500_826597,Logan 1.0,BHET12.5,0.04128921532537788,0.009269607835449278,8,-0.0320196074899286,120,peak_at_start,6
LG00127,LittleCrack,SRR21130500_826597,Logan 1.0,BHET25,0.042656862991862,0.014137254911474884,8,-0.028519608080387115,120,peak_at_start,6
LG00128,CarefreeResort,SRR21210593_63796,Logan 1.0,BHET12.5,0.029095588324707933,0.008453431073576212,8,-0.02064215725113172,72,peak_at_start,6
LG00128,CarefreeResort,SRR21210593_63796,Logan 1.0,BHET25,0.028004901949316263,0.015514705795794725,8,-0.012490196153521538,72,peak_at_start,6
LG00129,RosyChicken,SRR21419831_257710,Logan 1.0,BHET12.5,0.00795956130605191,0.1442169127985835,96,0.1362573514925316,120,single_degradation_point,6
LG00129,RosyChicken,SRR21419831_257710,Logan 1.0,BHET25,,0.17400245103635825,120,,,peak_at_end,6
LG00130,AgileAwareness,SRR21941336_37408,Logan 1.0,BHET12.5,0.04357598010392394,-0.0004264704912202433,8,-0.04400245059514418,72,peak_at_start,6
LG00130,AgileAwareness,SRR21941336_37408,Logan 1.0,BHET25,0.06951960751030128,0.0061985294305486605,8,-0.06332107807975262,72,peak_at_start,6
LG00131,BoldSpite,SRR22136574_3522411,Logan 1.0,BHET12.5,0.039705882081761956,0.009250000002793968,8,-0.03045588207896799,120,peak_at_start,6
LG00131,BoldSpite,SRR22136574_3522411,Logan 1.0,BHET25,0.0439926462713629,0.009468137170188129,8,-0.03452450910117477,120,peak_at_start,6
LG00132,PreviousBill,SRR22234379_583440,Logan 1.0,BHET12.5,0.02475245067034848,-0.0003602942160796374,8,-0.025112744886428118,72,peak_at_start,6
LG00132,PreviousBill,SRR22234379_583440,Logan 1.0,BHET25,0.0534865194131271,0.010182597943639848,8,-0.04330392146948725,72,peak_at_start,6
LG00133,HurtfulPride,SRR22541061_93121,Logan 1.0,BHET12.5,0.009982844814658165,0.2171274535357952,96,0.20714460872113705,120,single_degradation_point,6
LG00133,HurtfulPride,SRR22541061_93121,Logan 1.0,BHET25,0.0031299013644456863,0.25799264945089817,96,0.2548627480864525,120,single_degradation_point,6
LG00134,PreciousPiece,SRR23008605_28430,Logan 1.0,BHET12.5,0.0600784316775389,0.08076470624655485,48,0.02068627456901595,120,,6
LG00134,PreciousPiece,SRR23008605_28430,Logan 1.0,BHET25,0.023196078836917877,0.17056127823889256,48,0.14736519940197468,120,,6
LG00135,UpbeatPut,SRR23636745_2174529,Logan 1.0,BHET12.5,0.0076446079183369875,0.02114950935356319,96,0.013504901435226202,120,single_degradation_point,6
LG00135,UpbeatPut,SRR23636745_2174529,Logan 1.0,BHET25,,0.017779411195078865,120,,,peak_at_end,6
LG00136,UnpleasantSoftware,SRR23730084_129305,Logan 1.0,BHET12.5,0.013497548177838326,0.07775245001539588,96,0.06425490183755755,120,single_degradation_point,6
LG00136,UnpleasantSoftware,SRR23730084_129305,Logan 1.0,BHET25,0.013698528055101633,0.09170833183452487,24,0.07800980377942324,120,,6
LG00137,CourageousHat,SRR24001352_21752,Logan 1.0,BHET12.5,0.02254166573402472,0.025904411711962894,96,0.003362745977938175,120,single_degradation_point,6
LG00137,CourageousHat,SRR24001352_21752,Logan 1.0,BHET25,0.02164215687662363,0.03732352959923446,24,0.01568137272261083,48,single_degradation_point,6
LG00138,AromaticReach,SRR24001352_43921,Logan 1.0,BHET12.5,0.045970588544150814,0.0061274511681403965,8,-0.03984313737601042,120,peak_at_start,6
LG00138,AromaticReach,SRR24001352_43921,Logan 1.0,BHET25,0.057235293672420084,0.012382352841086686,8,-0.0448529408313334,120,peak_at_start,6
LG00139,HeftyBox,SRR24270839_443745,Logan 1.0,BHET12.5,0.03594607710601849,0.0036397041030795663,8,-0.032306373002938926,72,peak_at_start,6
LG00139,HeftyBox,SRR24270839_443745,Logan 1.0,BHET25,0.045264706132002175,0.01000490179285407,8,-0.035259804339148104,96,peak_at_start,6
LG00140,OverjoyedSeries,SRR24863433_5674,Logan 1.0,BHET12.5,0.04786029434762895,0.006482843076810241,8,-0.04137745127081871,120,peak_at_start,6
LG00140,OverjoyedSeries,SRR24863433_5674,Logan 1.0,BHET25,0.05899264619802125,0.00731127432663925,8,-0.051681371871382,120,peak_at_start,6
